id,nafis_raw_id,nafis_price_date,county,town,variety,commodity,unit,kg,code,rowno,price,average,max,min,price_date
10862,1199,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Passion Fruits,Bag,57,25,39,3500,3321,5000,0,06/07/2012
10863,1200,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Oranges,Bag,93,24,40,2400,2578,3700,1800,06/07/2012
10864,1201,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Lemons,Bag,95,16,41,1600,1169,700,0,06/07/2012
10865,1202,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Mangoes Local,Bag,126,21,42,2400,1863,800,1200,06/07/2012
10866,1204,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Limes,net,13,18,44,500,530,900,0,06/07/2012
10867,1205,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Pineapples,Dozen,12.8000002,28,45,480,873,750,1080,06/07/2012
10868,1206,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Pawpaw,Lg Box,54,26,46,1800,1326,700,0,06/07/2012
10869,1207,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Avocado,Bag,90,1,47,2200,1878,900,1300,06/07/2012
10870,1208,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Kales,Bag,50,15,48,450,983,800,1100,06/07/2012
10871,1209,2012-07-06,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,280,293,330,260,06/07/2012
10872,1252,2012-05-14,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,3300,3494,4400,2740,14/05/2012
10873,1253,2012-05-14,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2500,3433,6900,2000,14/05/2012
10874,1254,2012-05-14,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,5000,5696,7000,4500,14/05/2012
10875,1255,2012-05-14,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,3000,3845,7000,2400,14/05/2012
10876,1256,2012-05-14,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,3000,3540,5400,2500,14/05/2012
10877,1257,2012-05-14,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,5920,5920,7200,4500,14/05/2012
10878,1258,2012-05-14,Nakuru,Nakuru,LEGUMES,Beans Rosecoco,Bag,90,5,14,6000,6470,9000,4500,14/05/2012
10879,1259,2012-05-14,Nakuru,Nakuru,LEGUMES,Beans Mwitemania,Bag,90,7,15,5200,5844,7200,4500,14/05/2012
10880,1260,2012-05-14,Nakuru,Nakuru,LEGUMES,Mwezi Moja,Bag,90,6,16,5500,6000,7000,4500,14/05/2012
10881,1261,2012-05-14,Nakuru,Nakuru,OTHERS,Beans Dolichos (Njahi),Bag,90,0,17,8100,7750,8100,10800,14/05/2012
10882,1262,2012-05-14,Nakuru,Nakuru,LEGUMES,Green Gram,Bag,90,46,18,7200,8098,9500,14400,14/05/2012
10883,1263,2012-05-14,Nakuru,Nakuru,LEGUMES,Cowpeas,Bag,90,45,19,7000,6895,9000,5300,14/05/2012
10884,1264,2012-05-14,Nakuru,Nakuru,LEGUMES,Fresh Peas,Bag,51,27,20,5000,4297,5500,3000,14/05/2012
10885,1265,2012-05-14,Nakuru,Nakuru,LEGUMES,Groundnuts,Bag,110,44,21,12000,11900,7000,10000,14/05/2012
10886,1266,2012-05-14,Nakuru,Nakuru,ROOTS & TUBERS,Red Irish Potatoes,Bag,110,29,22,5800,4780,6000,3500,14/05/2012
10887,1267,2012-05-14,Nakuru,Nakuru,ROOTS & TUBERS,White Irish Potatoes,Bag,110,30,23,5800,5078,6000,3700,14/05/2012
10888,1291,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Avocado,Bag,90,1,47,2200,2215,900,1500,14/05/2012
10889,1293,2012-05-14,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,280,287,320,250,14/05/2012
10890,1271,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Cooking Bananas,Med Bunch,22,2,27,500,528,580,1100,14/05/2012
10891,1272,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Ripe Bananas,Med Bunch,14,3,28,250,555,620,1120,14/05/2012
10892,1273,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Carrots,Ext Bag,138,13,29,2000,3467,5000,1800,14/05/2012
10893,1274,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Tomatoes,Lg Box,64,32,30,2500,2840,800,1400,14/05/2012
10894,1275,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Onions Dry,net,13,22,31,1200,1026,900,1000,14/05/2012
10895,1276,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Spring Onions,Bag,142,23,32,1000,1578,2500,1000,14/05/2012
10896,1277,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Chillies,Bag,38,11,33,3000,2723,3800,1140,14/05/2012
10897,1278,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Cucumber,Bag,50,14,34,1867,1867,2000,1600,14/05/2012
10898,1279,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Capsicums,Bag,50,12,35,2500,2978,6000,1500,14/05/2012
10899,1280,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Brinjals,Bag,44,8,36,1500,1325,900,1000,14/05/2012
10900,1281,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Cauliflower,crate,39,10,37,2915,2915,3100,2730,14/05/2012
10901,1282,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Lettuce,Bag,51,17,38,2750,2750,3000,2500,14/05/2012
10902,1283,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Passion Fruits,Bag,57,25,39,3500,3578,6000,1700,14/05/2012
10903,1284,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Oranges,Bag,93,24,40,2400,2530,3600,1000,14/05/2012
10904,1285,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Lemons,Bag,95,16,41,1600,1186,700,1300,14/05/2012
10905,1286,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Mangoes Local,Bag,126,21,42,1686,1686,500,1600,14/05/2012
10906,1287,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Mangoes Ngowe,Sm Basket,25,36,43,500,723,800,1000,14/05/2012
10907,1288,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Limes,net,13,18,44,737,737,850,660,14/05/2012
10908,1289,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Pineapples,Dozen,12.8000002,28,45,480,748,900,1440,14/05/2012
10909,757,2012-03-26,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,2800,2823,3600,2250,26/03/2012
10910,758,2012-03-26,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2000,3067,5750,1950,26/03/2012
10911,336,2012-07-26,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,280,300,330,270,26/07/2012
10912,736,2012-07-10,Nakuru,Nakuru,HORTICULTURE,Carrots,Ext Bag,138,13,29,1400,5100,9000,1400,10/07/2012
10913,924,2012-11-23,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,250,279,300,250,23/11/2012
10914,501,2012-07-03,Nakuru,Nakuru,HORTICULTURE,Pawpaw,Lg Box,54,26,46,1800,1370,800,1000,03/07/2012
10915,504,2012-07-03,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,280,304,360,255,03/07/2012
10916,247,2012-04-17,Nakuru,Nakuru,HORTICULTURE,Limes,net,13,18,44,500,575,600,500,17/04/2012
10917,55,2012-01-11,Nakuru,Nakuru,LEGUMES,Fresh Peas,Bag,51,27,20,2700,2623,3200,2040,11/01/2012
10918,56,2012-01-11,Nakuru,Nakuru,LEGUMES,Groundnuts,Bag,110,44,21,11000,10375,13200,10000,11/01/2012
10919,57,2012-01-11,Nakuru,Nakuru,ROOTS & TUBERS,Red Irish Potatoes,Bag,110,29,22,4000,3563,4800,2500,11/01/2012
10920,58,2012-01-11,Nakuru,Nakuru,ROOTS & TUBERS,White Irish Potatoes,Bag,110,30,23,4000,3850,5500,2200,11/01/2012
10921,59,2012-01-11,Nakuru,Nakuru,ROOTS & TUBERS,Cassava Fresh,Bag,98.8000031,43,24,1742,1742,3000,150,11/01/2012
10922,60,2012-01-11,Nakuru,Nakuru,ROOTS & TUBERS,Sweet Potatoes,Bag,98,31,25,2500,2713,4000,1800,11/01/2012
10923,61,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Cabbages,Ext Bag,126,9,26,1800,2119,900,1500,11/01/2012
10924,62,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Cooking Bananas,Med Bunch,22,2,27,500,466,800,250,11/01/2012
10925,63,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Ripe Bananas,Med Bunch,14,3,28,250,496,700,250,11/01/2012
10926,64,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Carrots,Ext Bag,138,13,29,1500,2839,4000,1500,11/01/2012
10927,65,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Tomatoes,Lg Box,64,32,30,6000,4347,6700,1200,11/01/2012
10928,66,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Onions Dry,net,13,22,31,750,850,900,1000,11/01/2012
10929,67,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Spring Onions,Bag,142,23,32,600,1217,900,1000,11/01/2012
10930,68,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Chillies,Bag,38,11,33,3000,2720,4400,1000,11/01/2012
10931,69,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Cucumber,Bag,50,14,34,1717,1717,2000,1250,11/01/2012
10932,70,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Capsicums,Bag,50,12,35,2500,2471,3500,1500,11/01/2012
10933,71,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Brinjals,Bag,44,8,36,2000,1433,880,1200,11/01/2012
10934,72,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Cauliflower,crate,39,10,37,2375,2375,2800,1950,11/01/2012
10935,73,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Lettuce,Bag,51,17,38,2933,2933,4200,2000,11/01/2012
10936,74,2012-01-11,Nakuru,Nakuru,HORTICULTURE,Passion Fruits,Bag,57,25,39,3500,3631,5415,2550,11/01/2012
10937,127,2012-10-03,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,3000,3155,3700,2500,03/10/2012
10938,128,2012-10-03,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,1800,2778,4000,1800,03/10/2012
10939,129,2012-10-03,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,4500,5883,9000,4500,03/10/2012
10940,130,2012-10-03,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,3600,3628,5400,2600,03/10/2012
10941,131,2012-10-03,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,3500,3525,5000,2700,03/10/2012
10942,132,2012-10-03,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,6167,6167,7200,5200,03/10/2012
10943,133,2012-10-03,Nakuru,Nakuru,LEGUMES,Beans Rosecoco,Bag,90,5,14,5000,5611,7200,4400,03/10/2012
10944,134,2012-10-03,Nakuru,Nakuru,LEGUMES,Beans Mwitemania,Bag,90,7,15,4800,5575,7000,4500,03/10/2012
10945,135,2012-10-03,Nakuru,Nakuru,LEGUMES,Mwezi Moja,Bag,90,6,16,4800,5520,7000,4400,03/10/2012
10946,136,2012-10-03,Nakuru,Nakuru,OTHERS,Beans Dolichos (Njahi),Bag,90,0,17,5400,6700,8200,5400,03/10/2012
10947,137,2012-10-03,Nakuru,Nakuru,LEGUMES,Green Gram,Bag,90,46,18,8000,8590,9600,10800,03/10/2012
10948,138,2012-10-03,Nakuru,Nakuru,LEGUMES,Cowpeas,Bag,90,45,19,10000,7180,9400,10000,03/10/2012
10949,139,2012-10-03,Nakuru,Nakuru,LEGUMES,Fresh Peas,Bag,51,27,20,2500,3238,5000,2040,03/10/2012
10950,141,2012-10-03,Nakuru,Nakuru,ROOTS & TUBERS,Red Irish Potatoes,Bag,110,29,22,3500,3289,5000,2200,03/10/2012
10951,142,2012-10-03,Nakuru,Nakuru,ROOTS & TUBERS,White Irish Potatoes,Bag,110,30,23,3500,3461,5500,2000,03/10/2012
10952,143,2012-10-03,Nakuru,Nakuru,ROOTS & TUBERS,Cassava Fresh,Bag,98.8000031,43,24,1940,1940,3000,1200,03/10/2012
10953,144,2012-10-03,Nakuru,Nakuru,ROOTS & TUBERS,Sweet Potatoes,Bag,98,31,25,2500,2711,3950,1600,03/10/2012
10954,145,2012-10-03,Nakuru,Nakuru,HORTICULTURE,Cabbages,Ext Bag,126,9,26,800,2132,800,1200,03/10/2012
10955,146,2012-10-03,Nakuru,Nakuru,HORTICULTURE,Cooking Bananas,Med Bunch,22,2,27,500,537,800,300,03/10/2012
10956,147,2012-10-03,Nakuru,Nakuru,HORTICULTURE,Ripe Bananas,Med Bunch,14,3,28,300,572,900,300,03/10/2012
10957,467,2012-07-03,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,3000,3775,6000,3000,03/07/2012
10958,337,2012-07-11,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,3300,3375,4000,2800,11/07/2012
10959,338,2012-07-11,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2500,3031,5000,1350,11/07/2012
10960,339,2012-07-11,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,5000,5869,7200,4500,11/07/2012
10961,340,2012-07-11,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,3000,4206,7000,3000,11/07/2012
10962,341,2012-07-11,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,3000,4110,6000,3000,11/07/2012
10963,342,2012-07-11,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,6038,6038,7500,4500,11/07/2012
10964,343,2012-07-11,Nakuru,Nakuru,LEGUMES,Beans Rosecoco,Bag,90,5,14,6000,6149,8100,4500,11/07/2012
10965,344,2012-07-11,Nakuru,Nakuru,LEGUMES,Beans Mwitemania,Bag,90,7,15,5200,5629,6900,4500,11/07/2012
10966,345,2012-07-11,Nakuru,Nakuru,LEGUMES,Mwezi Moja,Bag,90,6,16,5500,5898,7200,5000,11/07/2012
10967,505,2012-03-03,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,2800,2799,3600,2250,03/03/2012
10968,506,2012-03-03,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2000,3055,6210,1950,03/03/2012
10969,507,2012-03-03,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,4500,5132,7000,4267,03/03/2012
10970,508,2012-03-03,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,2700,3317,6300,2400,03/03/2012
10971,716,2012-07-10,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2500,3079,5000,1350,10/07/2012
10972,717,2012-07-10,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,5000,6257,7200,5000,10/07/2012
10973,718,2012-07-10,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,3000,4250,7000,3000,10/07/2012
10974,719,2012-07-10,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,3000,3825,6000,3000,10/07/2012
10975,720,2012-07-10,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,6300,6300,7500,5300,10/07/2012
10976,721,2012-07-10,Nakuru,Nakuru,LEGUMES,Beans Rosecoco,Bag,90,5,14,6000,6329,8100,5200,10/07/2012
10977,722,2012-07-10,Nakuru,Nakuru,LEGUMES,Beans Mwitemania,Bag,90,7,15,5200,5650,6900,4900,10/07/2012
10978,723,2012-07-10,Nakuru,Nakuru,LEGUMES,Mwezi Moja,Bag,90,6,16,5500,5900,7200,5000,10/07/2012
10979,799,2012-04-27,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,3180,3347,4240,2250,27/04/2012
10980,800,2012-04-27,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2500,3380,5480,2200,27/04/2012
10981,801,2012-04-27,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,4500,5701,7600,4500,27/04/2012
10982,802,2012-04-27,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,2700,3732,6440,2400,27/04/2012
10983,803,2012-04-27,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,2700,3694,5400,2500,27/04/2012
10984,804,2012-04-27,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,6131,6131,7680,4500,27/04/2012
10985,805,2012-04-27,Nakuru,Nakuru,LEGUMES,Beans Rosecoco,Bag,90,5,14,6000,6295,8100,4500,27/04/2012
10986,806,2012-04-27,Nakuru,Nakuru,LEGUMES,Beans Mwitemania,Bag,90,7,15,5800,5838,7200,4400,27/04/2012
10987,1168,2012-07-06,Nakuru,Nakuru,CEREAL,Dry Maize,Bag,90,20,8,3300,3342,4000,2800,06/07/2012
10988,1169,2012-07-06,Nakuru,Nakuru,CEREAL,Green Maize,Ext Bag,115,19,9,2500,2850,5300,1350,06/07/2012
10989,1170,2012-07-06,Nakuru,Nakuru,CEREAL,Finger Millet,Bag,90,41,10,5000,6142,8000,5000,06/07/2012
10990,1171,2012-07-06,Nakuru,Nakuru,CEREAL,Sorghum,Bag,90,42,11,3000,4143,7000,3000,06/07/2012
10991,1172,2012-07-06,Nakuru,Nakuru,CEREAL,Wheat,Bag,90,48,12,3000,3120,6000,0,06/07/2012
10992,1173,2012-07-06,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,4980,4980,8000,0,06/07/2012
10993,1174,2012-07-06,Nakuru,Nakuru,LEGUMES,Beans Rosecoco,Bag,90,5,14,6000,5631,8100,3600,06/07/2012
10994,1175,2012-07-06,Nakuru,Nakuru,LEGUMES,Beans Mwitemania,Bag,90,7,15,5200,5475,7200,2800,06/07/2012
10995,1176,2012-07-06,Nakuru,Nakuru,LEGUMES,Mwezi Moja,Bag,90,6,16,5500,4425,7200,0,06/07/2012
10996,1177,2012-07-06,Nakuru,Nakuru,OTHERS,Beans Dolichos (Njahi),Bag,90,0,17,7500,6836,7650,0,06/07/2012
10997,1178,2012-07-06,Nakuru,Nakuru,LEGUMES,Green Gram,Bag,90,46,18,6300,7817,9800,13500,06/07/2012
10998,1179,2012-07-06,Nakuru,Nakuru,LEGUMES,Cowpeas,Bag,90,45,19,7000,6756,9500,5000,06/07/2012
10999,1180,2012-07-06,Nakuru,Nakuru,LEGUMES,Fresh Peas,Bag,51,27,20,3500,2487,3600,1500,06/07/2012
11000,1181,2012-07-06,Nakuru,Nakuru,LEGUMES,Groundnuts,Bag,110,44,21,12000,12172,9200,11000,06/07/2012
11001,1182,2012-07-06,Nakuru,Nakuru,ROOTS & TUBERS,Red Irish Potatoes,Bag,110,29,22,2400,2613,4500,1800,06/07/2012
11002,1183,2012-07-06,Nakuru,Nakuru,ROOTS & TUBERS,White Irish Potatoes,Bag,110,30,23,2400,2475,4500,0,06/07/2012
11003,1185,2012-07-06,Nakuru,Nakuru,ROOTS & TUBERS,Sweet Potatoes,Bag,98,31,25,3000,2391,3920,0,06/07/2012
11004,1194,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Cucumber,Bag,50,14,34,1610,1610,3500,0,06/07/2012
11005,1195,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Capsicums,Bag,50,12,35,3500,2450,800,1500,06/07/2012
11006,1196,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Brinjals,Bag,44,8,36,2500,1300,970,0,06/07/2012
11007,1292,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Kales,Bag,50,15,48,900,1490,900,1200,14/05/2012
11008,378,2012-07-11,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,280,306,360,260,11/07/2012
11009,140,2012-10-03,Nakuru,Nakuru,LEGUMES,Groundnuts,Bag,110,44,21,11000,10833,9600,10000,03/10/2012
11010,216,2012-04-17,Nakuru,Nakuru,LEGUMES,Beans Canadian,Bag,90,4,13,6500,6500,7200,6000,17/04/2012
11011,1203,2012-07-06,Nakuru,Nakuru,HORTICULTURE,Mangoes Ngowe,Sm Basket,25,36,43,500,665,690,1050,06/07/2012
11012,361,2012-07-11,Nakuru,Nakuru,HORTICULTURE,Spring Onions,Bag,142,23,32,600,1420,600,1420,11/07/2012
11013,1184,2012-07-06,Nakuru,Nakuru,ROOTS & TUBERS,Cassava Fresh,Bag,98.8000031,43,24,1917,1917,3800,0,06/07/2012
11014,768,2012-03-26,Nakuru,Nakuru,LEGUMES,Cowpeas,Bag,90,45,19,7000,6184,8100,4700,26/03/2012
11015,785,2012-03-26,Nakuru,Nakuru,HORTICULTURE,Brinjals,Bag,44,8,36,1500,1484,700,1500,26/03/2012
11016,126,2012-06-14,Nakuru,Nakuru,OTHERS,Eggs,Tray,5,47,49,280,293,310,270,14/06/2012
11017,919,2012-11-23,Nakuru,Nakuru,HORTICULTURE,Limes,net,13,18,44,607,607,700,520,23/11/2012
11018,1270,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Cabbages,Ext Bag,126,9,26,1800,2000,900,1000,14/05/2012
11019,1268,2012-05-14,Nakuru,Nakuru,ROOTS & TUBERS,Cassava Fresh,Bag,98.8000031,43,24,2177,2177,3960,1500,14/05/2012
11020,1269,2012-05-14,Nakuru,Nakuru,ROOTS & TUBERS,Sweet Potatoes,Bag,98,31,25,4000,3144,4500,1800,14/05/2012
11021,1290,2012-05-14,Nakuru,Nakuru,HORTICULTURE,Pawpaw,Lg Box,54,26,46,1439,1439,800,1200,14/05/2012
11022,295,2012-07-26,Uasin Gishu,Eldoret,CEREAL,Dry Maize,Bag,90,20,8,3000,3600,4200,3000,26/07/2012
11023,296,2012-07-26,Uasin Gishu,Eldoret,CEREAL,Green Maize,Ext Bag,115,19,9,1350,2806,4900,1350,26/07/2012
11024,297,2012-07-26,Uasin Gishu,Eldoret,CEREAL,Finger Millet,Bag,90,41,10,5850,6350,7800,5500,26/07/2012
11025,298,2012-07-26,Uasin Gishu,Eldoret,CEREAL,Sorghum,Bag,90,42,11,2250,4144,7000,2250,26/07/2012
11026,299,2012-07-26,Uasin Gishu,Eldoret,CEREAL,Wheat,Bag,90,48,12,3300,4075,6000,3000,26/07/2012
11027,300,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Beans Canadian,Bag,90,4,13,6233,6233,7000,5300,26/07/2012
11028,301,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Beans Rosecoco,Bag,90,5,14,6750,6017,7000,5200,26/07/2012
11029,302,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Beans Mwitemania,Bag,90,7,15,5400,5643,6900,5000,26/07/2012
11030,303,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Mwezi Moja,Bag,90,6,16,6060,6060,7000,5000,26/07/2012
11031,304,2012-07-26,Uasin Gishu,Eldoret,OTHERS,Beans Dolichos (Njahi),Bag,90,0,17,8100,7679,9000,7000,26/07/2012
11032,305,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Green Gram,Bag,90,46,18,8100,7158,9200,5220,26/07/2012
11033,306,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Cowpeas,Bag,90,45,19,4050,6219,9200,4050,26/07/2012
11034,307,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Fresh Peas,Bag,51,27,20,1000,3171,9000,1000,26/07/2012
11035,308,2012-07-26,Uasin Gishu,Eldoret,LEGUMES,Groundnuts,Bag,110,44,21,9000,10025,9200,10000,26/07/2012
11036,309,2012-07-26,Uasin Gishu,Eldoret,ROOTS & TUBERS,Red Irish Potatoes,Bag,110,29,22,1600,4288,3500,15000,26/07/2012
11037,310,2012-07-26,Uasin Gishu,Eldoret,ROOTS & TUBERS,White Irish Potatoes,Bag,110,30,23,1500,3075,4000,1500,26/07/2012
11038,311,2012-07-26,Uasin Gishu,Eldoret,ROOTS & TUBERS,Cassava Fresh,Bag,98.8000031,43,24,2740,2740,4000,1500,26/07/2012
11039,312,2012-07-26,Uasin Gishu,Eldoret,ROOTS & TUBERS,Sweet Potatoes,Bag,98,31,25,1800,3443,6000,1600,26/07/2012
11040,313,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Cabbages,Ext Bag,126,9,26,1200,2204,5040,1000,26/07/2012
11041,314,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Cooking Bananas,Med Bunch,22,2,27,1000,602,600,1000,26/07/2012
11042,315,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Ripe Bananas,Med Bunch,14,3,28,560,479,600,300,26/07/2012
11043,316,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Carrots,Ext Bag,138,13,29,2560,4962,6000,10000,26/07/2012
11044,317,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Tomatoes,Lg Box,64,32,30,2700,2444,3200,1500,26/07/2012
11045,318,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Onions Dry,net,13,22,31,1560,940,900,1200,26/07/2012
11046,319,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Spring Onions,Bag,142,23,32,1000,1350,600,1000,26/07/2012
11047,320,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Chillies,Bag,38,11,33,3280,3280,4000,1200,26/07/2012
11048,321,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Cucumber,Bag,50,14,34,1650,1650,1800,1500,26/07/2012
11049,322,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Capsicums,Bag,50,12,35,1000,2993,5050,1000,26/07/2012
11050,323,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Brinjals,Bag,44,8,36,1610,1610,800,1200,26/07/2012
11051,324,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Cauliflower,crate,39,10,37,2913,2913,3400,2340,26/07/2012
11052,325,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Lettuce,Bag,51,17,38,4567,4567,8500,1800,26/07/2012
11053,326,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Passion Fruits,Bag,57,25,39,2280,3533,5500,2280,26/07/2012
11054,327,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Oranges,Bag,93,24,40,2600,2500,2800,2200,26/07/2012
11055,328,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Lemons,Bag,95,16,41,1520,1520,2000,1000,26/07/2012
11056,329,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Mangoes Local,Bag,126,21,42,3000,1825,700,1000,26/07/2012
11057,330,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Mangoes Ngowe,Sm Basket,25,36,43,750,1143,750,1000,26/07/2012
11058,331,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Limes,net,13,18,44,640,640,700,1000,26/07/2012
11059,332,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Pineapples,Dozen,12.8000002,28,45,520,797,600,1080,26/07/2012
11060,333,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Pawpaw,Lg Box,54,26,46,1620,1444,2400,1000,26/07/2012
11061,334,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Avocado,Bag,90,1,47,2250,2213,850,1300,26/07/2012
11062,335,2012-07-26,Uasin Gishu,Eldoret,HORTICULTURE,Kales,Bag,50,15,48,500,878,600,1000,26/07/2012
