REPORT_DATE;LOAD_TYPE;LOAD_WEIGHT;DROPOFF_SITE;ROUTE_TYPE;ROUTE_NUMBER;LOAD_ID
2019-07-29;GARBAGE COLLECTIONS;21920;TDS LANDFILL;GARBAGE COLLECTION;PAM75;835661
2019-07-29;BRUSH;7360;HORNSBY BEND;BRUSH;BR26;835616
2019-07-29;RECYCLING - SINGLE STREAM;12100;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU51;835667
2019-07-29;BRUSH;5780;HORNSBY BEND;BRUSH;BR26;835613
2019-07-29;GARBAGE COLLECTIONS;19760;TDS LANDFILL;GARBAGE COLLECTION;PAM72;835656
2019-07-29;RECYCLING - SINGLE STREAM;12080;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU52;835670
2019-07-29;BULK;2260;TDS LANDFILL;ON CALL BULK;OCPBU23;835614
2019-07-29;RECYCLING - SINGLE STREAM;12360;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU50;835665
2019-07-29;GARBAGE COLLECTIONS;22140;TDS LANDFILL;GARBAGE COLLECTION;PAM60;835642
2019-07-29;BRUSH;12640;HORNSBY BEND;BRUSH;BR26;835617
2019-07-29;GARBAGE COLLECTIONS;20180;TDS LANDFILL;GARBAGE COLLECTION;PAM73;835658
2019-07-29;GARBAGE COLLECTIONS;10760;TDS LANDFILL;GARBAGE COLLECTION;PAM79;835663
2019-07-29;RECYCLING - SINGLE STREAM;14900;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU53;835669
2019-07-29;BRUSH;4860;HORNSBY BEND;BRUSH;BR26;835610
2019-07-29;GARBAGE COLLECTIONS;15320;TDS LANDFILL;GARBAGE COLLECTION;PAM73;835659
2019-07-29;GARBAGE COLLECTIONS;18460;TDS LANDFILL;GARBAGE COLLECTION;PAM71;835654
2019-07-29;YARD TRIMMING;6100;HORNSBY BEND;YARD TRIMMINGS;YM06;835677
2019-07-29;GARBAGE COLLECTIONS;14160;TDS LANDFILL;GARBAGE COLLECTION;PAM06;835716
2019-07-29;BULK;13000;TDS LANDFILL;BULK;BU30;835724
2019-07-29;GARBAGE COLLECTIONS;8000;TDS LANDFILL;GARBAGE COLLECTION;PAM09;835722
2019-07-29;BULK;14540;TDS LANDFILL;BULK;BU30;835723
2019-07-29;BULK;12680;TDS LANDFILL;BULK;BU30;835702
2019-07-29;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S7-18;835758
2019-07-29;GARBAGE COLLECTIONS;21400;TDS LANDFILL;GARBAGE COLLECTION;PM12;835698
2019-07-29;GARBAGE COLLECTIONS;8800;TDS LANDFILL;GARBAGE COLLECTION;PAM52;835694
2019-07-29;RECYCLING - SINGLE STREAM;11660;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU11;835805
2019-07-29;ORGANICS;660;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBM00;835673
2019-07-29;BULK;12380;TDS LANDFILL;BULK;BU30;835709
2019-07-29;RECYCLING - SINGLE STREAM;11260;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU13;835815
2019-07-29;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S7-19;835765
2019-07-29;BULK;10780;TDS LANDFILL;BULK;BU30;835728
2019-07-29;YARD TRIMMING;8980;HORNSBY BEND;YARD TRIMMINGS;YM07;835680
2019-07-29;BULK;6620;TDS LANDFILL;BULK;BU30;835736
2019-07-29;RECYCLED METAL;1160;AUSTIN IRON AND METAL;BULK;BU30;835732
2019-07-29;RECYCLING - SINGLE STREAM;10440;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU12;835809
2019-07-29;YARD TRIMMING;10820;HORNSBY BEND;YARD TRIMMINGS;YM09;835682
2019-07-29;GARBAGE COLLECTIONS;15560;TDS LANDFILL;GARBAGE COLLECTION;PAM54;835714
2019-07-29;GARBAGE COLLECTIONS;27740;TDS LANDFILL;GARBAGE COLLECTION;PAM53;835703
2019-07-29;GARBAGE COLLECTIONS;26520;TDS LANDFILL;GARBAGE COLLECTION;PM40;835755
2019-07-29;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S7-15;835754
2019-07-29;GARBAGE COLLECTIONS;13060;TDS LANDFILL;GARBAGE COLLECTION;PAM51;835686
2019-07-29;SWEEPING;13080;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;835771
2019-07-29;GARBAGE COLLECTIONS;16920;TDS LANDFILL;GARBAGE COLLECTION;PAM02;835699
2019-07-29;GARBAGE COLLECTIONS;22480;TDS LANDFILL;GARBAGE COLLECTION;PAM51;835685
2019-07-29;YARD TRIMMING;11580;HORNSBY BEND;YARD TRIMMINGS;YM04;835676
2019-07-29;YARD TRIMMING;13240;HORNSBY BEND;YARD TRIMMINGS;YM01;835674
2019-07-29;ORGANICS;9920;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM-1;835762
2019-07-29;GARBAGE COLLECTIONS;16020;TDS LANDFILL;GARBAGE COLLECTION;PAM50;835679
2019-07-29;SWEEPING;10300;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;835772
2019-07-29;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S7-14;835766
2019-07-29;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S7-18;835756
2019-07-29;RECYCLING - SINGLE STREAM;12860;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU14;835818
2019-07-29;RECYCLING - SINGLE STREAM;12720;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU11;835804
2019-07-29;RECYCLING - SINGLE STREAM;7580;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU10;835799
2019-07-29;RECYCLING - SINGLE STREAM;12020;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU13;835814
2019-07-29;GARBAGE COLLECTIONS;22740;TDS LANDFILL;GARBAGE COLLECTION;PAM01;835697
2019-07-29;GARBAGE COLLECTIONS;21940;TDS LANDFILL;GARBAGE COLLECTION;PT11;835692
2019-07-29;GARBAGE COLLECTIONS;21800;TDS LANDFILL;GARBAGE COLLECTION;PAM01;835695
2019-07-29;RECYCLING - SINGLE STREAM;12240;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU12;835808
2019-07-29;RECYCLING - SINGLE STREAM;12380;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU10;835800
2019-07-29;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S4-13;835770
2019-07-29;YARD TRIMMING;11520;HORNSBY BEND;YARD TRIMMINGS;YM05;835678
2019-07-29;RECYCLING - SINGLE STREAM;10220;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU14;835817
2019-07-29;GARBAGE COLLECTIONS;21120;TDS LANDFILL;GARBAGE COLLECTION;PAM02;835700
2019-07-29;DEAD ANIMAL;40;TDS LANDFILL;DEAD ANIMAL;DA02;835720
2019-07-29;YARD TRIMMING;11220;HORNSBY BEND;YARD TRIMMINGS;YM02;835675
2019-07-29;SWEEPING;15140;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;835774
2019-07-29;GARBAGE COLLECTIONS;7600;TDS LANDFILL;GARBAGE COLLECTION;PM19;835708
2019-07-29;DEAD ANIMAL;20;TDS LANDFILL;DEAD ANIMAL;DA02;835721
2019-07-29;GARBAGE COLLECTIONS;21380;TDS LANDFILL;GARBAGE COLLECTION;PAM04;835711
2019-07-29;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S7-9;835749
2019-07-29;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S7-14;835767
2019-07-29;GARBAGE COLLECTIONS;21980;TDS LANDFILL;GARBAGE COLLECTION;PAM54;835718
2019-07-29;GARBAGE COLLECTIONS;28300;TDS LANDFILL;GARBAGE COLLECTION;PAM52;835693
2019-07-29;GARBAGE COLLECTIONS;25020;TDS LANDFILL;GARBAGE COLLECTION;PM42;835763
2019-07-29;GARBAGE COLLECTIONS;19000;TDS LANDFILL;GARBAGE COLLECTION;PAM03;835706
2019-07-29;SWEEPING;15580;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;835773
2019-07-29;GARBAGE COLLECTIONS;16180;TDS LANDFILL;GARBAGE COLLECTION;PAM04;835710
2019-07-29;GARBAGE COLLECTIONS;18140;TDS LANDFILL;GARBAGE COLLECTION;PAM50;835681
2019-07-29;BULK;15460;TDS LANDFILL;BULK;BU30;835725
2019-07-29;GARBAGE COLLECTIONS;22920;TDS LANDFILL;GARBAGE COLLECTION;PM10;835690
2019-07-29;YARD TRIMMING;7680;HORNSBY BEND;YARD TRIMMINGS;YM10;835687
2019-07-29;RECYCLING - SINGLE STREAM;12620;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU10;835801
2019-07-29;GARBAGE COLLECTIONS;25240;TDS LANDFILL;GARBAGE COLLECTION;PAM03;835705
2019-07-29;GARBAGE COLLECTIONS;18980;TDS LANDFILL;GARBAGE COLLECTION;PAM05;835713
2019-07-29;GARBAGE COLLECTIONS;19100;TDS LANDFILL;GARBAGE COLLECTION;PM23;835923
2019-07-29;GARBAGE COLLECTIONS;7080;TDS LANDFILL;GARBAGE COLLECTION;PM24;835932
2019-07-29;GARBAGE COLLECTIONS;20540;TDS LANDFILL;GARBAGE COLLECTION;PM22;835922
2019-07-29;GARBAGE COLLECTIONS;19880;TDS LANDFILL;GARBAGE COLLECTION;PM20;835918
2019-07-29;GARBAGE COLLECTIONS;23540;TDS LANDFILL;GARBAGE COLLECTION;PM21;835920
2019-07-29;GARBAGE COLLECTIONS;24040;TDS LANDFILL;GARBAGE COLLECTION;PM30;835961
2019-07-29;GARBAGE COLLECTIONS;18700;TDS LANDFILL;GARBAGE COLLECTION;PM31;835978
2019-07-29;GARBAGE COLLECTIONS;2920;TDS LANDFILL;GARBAGE COLLECTION;PAM87;836062
2019-07-29;GARBAGE COLLECTIONS;17280;TDS LANDFILL;GARBAGE COLLECTION;PAM85;836061
2019-07-29;GARBAGE COLLECTIONS;16960;TDS LANDFILL;GARBAGE COLLECTION;PAM83;836044
2019-07-29;GARBAGE COLLECTIONS;16900;TDS LANDFILL;GARBAGE COLLECTION;PAM85;836059
2019-07-29;GARBAGE COLLECTIONS;12840;TDS LANDFILL;GARBAGE COLLECTION;PAM84;836054
2019-07-29;GARBAGE COLLECTIONS;19220;TDS LANDFILL;GARBAGE COLLECTION;PAM84;836056
2019-07-29;GARBAGE COLLECTIONS;12400;TDS LANDFILL;GARBAGE COLLECTION;PAM83;836042
2019-07-29;GARBAGE COLLECTIONS;12020;TDS LANDFILL;GARBAGE COLLECTION;PAM82;836040
2019-07-29;RECYCLING - SINGLE STREAM;10180;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU53;835684
2019-07-29;RECYCLING - SINGLE STREAM;9200;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU24;836346
2019-07-29;RECYCLING - SINGLE STREAM;11100;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU53;835672
2019-07-29;RECYCLING - SINGLE STREAM;12260;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU22;836335
2019-07-29;RECYCLING - SINGLE STREAM;4580;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS35;836306
2019-07-29;RECYCLING - SINGLE STREAM;6020;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU24;836345
2019-07-29;RECYCLING - SINGLE STREAM;11360;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU22;836334
2019-07-29;RECYCLING - SINGLE STREAM;10360;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU23;836342
2019-07-29;RECYCLING - SINGLE STREAM;12580;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU20;836327
2019-07-29;RECYCLING - SINGLE STREAM;12840;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU21;836332
2019-07-29;RECYCLING - SINGLE STREAM;9180;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS34;836304
2019-07-29;RECYCLING - SINGLE STREAM;8220;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU23;836336
2019-07-29;RECYCLING - SINGLE STREAM;4980;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU23;836343
2019-07-29;RECYCLING - SINGLE STREAM;12960;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS35;836305
2019-07-29;RECYCLING - SINGLE STREAM;4840;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS33;836303
2019-07-29;GARBAGE COLLECTIONS;16700;TDS LANDFILL;GARBAGE COLLECTION;PM32;836460
2019-07-29;RECYCLING - SINGLE STREAM;4020;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS35;836309
2019-07-29;RECYCLING - SINGLE STREAM;10840;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU23;836340
2019-07-29;RECYCLING - SINGLE STREAM;10360;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU23;836341
2019-07-29;RECYCLING - SINGLE STREAM;6740;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU24;836347
2019-07-29;RECYCLING - SINGLE STREAM;13140;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU21;836331
2019-07-29;RECYCLING - SINGLE STREAM;10860;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU20;836328
2019-07-29;RECYCLING - SINGLE STREAM;13580;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS32;836302
2019-07-29;RECYCLING - SINGLE STREAM;10780;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS35;836308
2019-07-29;RECYCLING - SINGLE STREAM;2360;TDS - MRF;RECYCLING - SINGLE STREAM;DM4;836643
2019-07-29;RECYCLING - SINGLE STREAM;16360;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS43;836595
2019-07-29;RECYCLING - SINGLE STREAM;3500;TDS - MRF;RECYCLING - SINGLE STREAM;DM1;836641
2019-07-29;GARBAGE COLLECTIONS;19020;TDS LANDFILL;GARBAGE COLLECTION;PM30;836461
2019-07-29;RECYCLING - SINGLE STREAM;16500;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS42;836593
2019-07-29;RECYCLING - SINGLE STREAM;6300;TDS - MRF;RECYCLING DEAD END;DM5;836644
2019-07-29;RECYCLING - SINGLE STREAM;4980;TDS - MRF;RECYCLING - SINGLE STREAM;DM3;836642
2019-07-29;RECYCLING - SINGLE STREAM;15560;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS40;836522
2019-07-29;RECYCLING - SINGLE STREAM;14940;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS41;836531
2019-07-29;RECYCLING - SINGLE STREAM;13960;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS42;836594
2019-07-29;RECYCLING - SINGLE STREAM;10720;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS41;836535
2019-07-29;GARBAGE COLLECTIONS;19540;TDS LANDFILL;GARBAGE COLLECTION;PAM71;836821
2019-07-29;GARBAGE COLLECTIONS;23960;TDS LANDFILL;GARBAGE COLLECTION;PM41;836736
2019-07-29;RECYCLING - SINGLE STREAM;9640;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU22;836943
2019-07-29;RECYCLING - SINGLE STREAM;11120;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS33;836914
2019-07-29;RECYCLING - SINGLE STREAM;10560;TDS - MRF;RECYCLING - SINGLE STREAM;RMBS34;836916
2019-07-29;GARBAGE COLLECTIONS;4460;TDS LANDFILL;GARBAGE COLLECTION;PM30;837113
2019-07-29;GARBAGE COLLECTIONS;19420;TDS LANDFILL;GARBAGE COLLECTION;PAM74;837733
2019-07-29;YARD TRIMMING;6860;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM11;835620
2019-07-29;YARD TRIMMING;11460;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM8;835605
2019-07-29;YARD TRIMMING;10000;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM10;835607
2019-07-29;ORGANICS;9220;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM5;835789
2019-07-29;YARD TRIMMING;8360;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM6;835603
2019-07-29;YARD TRIMMING;7440;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM12;835609
2019-07-29;ORGANICS;7420;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM4;835786
2019-07-29;ORGANICS;8900;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM2;835783
2019-07-29;YARD TRIMMING;9040;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM7;835604
2019-07-29;YARD TRIMMING;8180;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM13;837007
2019-07-29;YARD TRIMMING;8340;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OM9;835606
2019-07-27;DEAD ANIMAL;60;TDS LANDFILL;DEAD ANIMAL;DA01;835561
2019-07-27;SWEEPING;60;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;835578
2019-07-27;GARBAGE COLLECTIONS;1400;TDS LANDFILL;GARBAGE COLLECTION;PAS59;835481
2019-07-27;SWEEPING;13040;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;835577
2019-07-27;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB72;835845
2019-07-27;SWEEPING;;ONION CREEK;STREET CLEANING-DOWNTOWN;SDT01;835843
2019-07-27;LITTER;2380;TDS LANDFILL;LITTER P/U;LC01;835842
2019-07-27;SWEEPING;;ONION CREEK;STREET CLEANING-BLVD;SB03;835844
2019-07-26;ORGANICS;12800;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OF15;835584
2019-07-26;ORGANICS;1480;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBF00;835400
2019-07-26;RECYCLING - SINGLE STREAM;720;TDS - MRF;LITTER P/U;LC01;835407
2019-07-26;LITTER;3460;TDS LANDFILL;LITTER P/U;LC01;835408
2019-07-26;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;835409
2019-07-26;SWEEPING;;ONION CREEK;STREET CLEANING-DOWNTOWN;SDT01;835410
2019-07-26;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;835412
2019-07-26;SWEEPING;;ONION CREEK;STREET CLEANING-SPECIAL PROJECTS;SCSP00;835411
2019-07-26;RECYCLING - SINGLE STREAM;5040;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFAU50;835424
2019-07-26;RECYCLING - SINGLE STREAM;10680;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFAU52;835427
2019-07-26;RECYCLING - SINGLE STREAM;10160;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RFAU51;835425
