county,nafis_date,variety,commodity,unit,kg,nafis_prices,season,avg_temp,max_temp,min_temp,precipitation_mm,annual_avg_inflation,twelve_month_inflation,household_sizes,total_household_demand_kg
Kisumu,02/09/2018,Horticulture,Kales,Bag,50,0,normal,30,33,15,0,4.56,4.91,272166,1665656
Kisumu,03/09/2018,Horticulture,Kales,Bag,50,0,normal,30,33,16,0,4.56,4.91,272166,1665656
Kisumu,04/09/2018,Horticulture,Kales,Bag,50,0,normal,30,34,16,0,4.56,4.91,272166,1665656
Kisumu,05/09/2018,Horticulture,Kales,Bag,50,0,normal,30,34,16,0,4.56,4.91,272166,1665656
Kisumu,06/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,16,1,4.56,4.91,272166,1665656
Kisumu,07/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,16,1,4.56,4.91,272166,1665656
Kisumu,08/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,15,1,4.56,4.91,272166,1665656
Kisumu,09/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,15,0,4.56,4.91,272166,1665656
Kisumu,10/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,15,0,4.56,4.91,272166,1665656
Kisumu,11/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,15,0,4.56,4.91,272166,1665656
Kisumu,12/09/2018,Horticulture,Kales,Bag,50,0,normal,30,36,16,0,4.56,4.91,272166,1665656
Kisumu,13/09/2018,Horticulture,Kales,Bag,50,0,normal,30,36,15,1,4.56,4.91,272166,1665656
Kisumu,14/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,16,0,4.56,4.91,272166,1665656
Kisumu,15/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,16,0,4.56,4.91,272166,1665656
Kisumu,16/09/2018,Horticulture,Kales,Bag,50,0,normal,30,37,17,0,4.56,4.91,272166,1665656
Kisumu,17/09/2018,Horticulture,Kales,Bag,50,0,normal,30,37,17,0,4.56,4.91,272166,1665656
Kisumu,18/09/2018,Horticulture,Kales,Bag,50,0,normal,30,36,17,3,4.56,4.91,272166,1665656
Kisumu,19/09/2018,Horticulture,Kales,Bag,50,0,normal,30,35,17,1,4.56,4.91,272166,1665656
Kisumu,20/09/2018,Horticulture,Kales,Bag,50,0,normal,30,36,16,2,4.56,4.91,272166,1665656
